bounce,category,category_rank,country_rank,global_rank,organic_search,paid_search,ppv,time,traffic_direct,traffic_display,traffic_mail,traffic_referrals,traffic_search,traffic_social,url,visits
30.67,Home_and_Garden,688,36920,150337,77.36,22.64,4.27,00:02:36,26.06,0.04,4.78,10.07,56.84,2.22,kitchencollection.com,204100
44.64,Home_and_Garden,12154,10014,140478,56.14,43.86,3.49,00:03:14,14.12,3.4,7.64,10.96,63.88,0,gtech.co.uk,241400
35.09,Home_and_Garden,761,41752,166528,79.67,20.33,4.3,00:01:48,51.26,0.04,6.15,8.35,27.49,6.72,wisteria.com,181000
47.36,Home_and_Garden,144,51242,190309,75.63,24.37,2.84,00:01:24,22.94,0.04,1.78,11.37,60.08,3.8,organizeit.com,198800
41.63,Home_and_Garden,1209,67083,245603,89.51,10.49,3.78,00:03:01,35.85,0.23,13.38,20.48,20.28,9.78,campingsurvival.com,114200
41.35,Home_and_Garden,1468,72264,285264,44.8,55.2,3.9,00:02:33,15.74,2.6,3.91,7.22,66.92,3.61,qualitybath.com,97800
34.48,Home_and_Garden,22503,65376,232170,94.33,5.67,4.49,00:04:15,34.37,0,1.73,13.7,50.13,0.07,x10.com,110600
26.97,Home_and_Garden,1162,58411,237689,100,0,5.53,00:04:22,20.9,0,0,31.94,45.78,1.38,baliblinds.com,102900
47.53,Home_and_Garden,1127,59997,232564,54.98,45.02,3.88,00:02:21,10.08,4.09,0.16,8.93,74.64,2.09,crystalclassics.com,126300
31.46,Home_and_Garden,259,82364,313202,91.98,8.02,3.83,00:03:11,18.41,0.46,6.93,9.41,55.88,8.9,yogibo.com,93300
49.76,Home_and_Garden,803,42432,174815,76.87,23.13,4.03,00:03:13,16.59,1.28,4.87,13.5,63.5,0.25,landscapelightingworld.com,181200
37.49,Home_and_Garden,1074,57976,223325,76.67,23.33,3.26,00:02:17,22,0,1.94,7.32,64.28,4.47,blindsgalore.com,155600
57.18,Home_and_Garden,1917,111135,355040,99.87,0.13,3.09,00:03:31,9.13,0,3.33,18.02,68.86,0.66,espwaterproducts.com,79100
49.8,Home_and_Garden,4283,300078,696978,100,0,2.97,00:01:33,14.34,0,0,6.59,79.07,0,donsbulbs.com,29800
33.76,Home_and_Garden,1414,71861,277821,60.47,39.53,4.9,00:02:48,25.23,1.5,0.21,5.04,67.96,0.06,harrisseeds.com,88700
45.86,Home_and_Garden,1024,57911,215369,90.66,9.34,4.16,00:02:04,12.47,0,12.2,8.37,66.66,0.3,intheswim.com,136200
40.58,Home_and_Garden,3075,175399,525613,85.75,14.25,2.33,00:01:08,19.87,0,1.86,6.63,33.5,38.14,theoriginalscrapbox.com,64600
23.28,Home_and_Garden,799,45174,174021,85.12,14.88,3.57,00:02:42,17.39,0,0.12,20.63,60.92,0.94,budgetblinds.com,190400
28.95,Home_and_Garden,405,22820,94737,77.43,22.57,4.98,00:05:44,29.21,3.43,2.33,12.86,51.3,0.86,cuddledown.com,367600
34.44,Home_and_Garden,12067,13419,174167,80.04,19.96,4.99,00:03:19,26.73,0.52,2.84,24.58,44.4,0.92,oka.com,162300
53.62,Home_and_Garden,213,325181,386016,100,0,2.49,00:02:02,19.06,0,0,2.58,77.72,0.65,cactus-art.biz,83500
20.38,Home_and_Garden,25361,73917,281521,83.29,16.71,5.05,00:02:02,12.36,1.15,3.67,18.67,62.05,2.1,mgbwhome.com,86100
34.18,Home_and_Garden,1286,66716,258846,100,0,5.38,00:01:47,21.34,0,3.72,31.77,40.42,2.75,fishseddy.com,110300
28.16,Home_and_Garden,629,61489,243640,100,0,3.34,00:02:29,20.26,0.04,0.12,9.05,70.25,0.28,aprilaire.com,123800
55.16,Home_and_Garden,25002,65315,252403,72.23,27.77,1.86,00:01:30,18.43,1.91,0,22.24,56.51,0.92,cleanitsupply.com,162300
57.47,Home_and_Garden,246,95904,301154,89.3,10.7,2.05,00:01:17,30.13,2.35,3.23,15.57,21.24,27.47,sumolounge.com,139400
40.72,Gifts,6,2540,10290,77.28,22.72,9.65,00:07:44,21.85,3,5.12,24.2,44.09,1.73,tinyprints.com,2800000
40.49,Gifts,8,2662,10898,41.5,58.5,7.24,00:05:37,18.76,2.55,4.05,14.05,56.58,4,personalizationmall.com,2900000
53.7,Gifts,10,3953,16352,55.54,44.46,4.58,00:04:08,21.91,11.73,9.39,9,34.43,13.53,personalcreations.com,2400000
48.22,Gifts,679,6740,23808,98.54,1.46,5.32,00:06:06,25.62,0.25,6.29,39.59,21.63,6.61,cratejoy.com,1600000
38.54,Gifts,1794,4249,17603,61.48,38.52,11.7,00:05:09,15.68,1.68,2.34,9.2,70.32,0.77,thingsremembered.com,1400000
49.96,Gifts,25,3601,14660,90.28,9.72,6.42,00:04:13,26.71,3.62,7.24,12.46,45.3,4.67,buildabear.com,2400000
39.93,Gifts,7063,26737,90532,100,0,3.97,00:03:37,22.48,0.01,11.18,10.03,9.68,46.62,mysteriouspackage.com,387000
46.91,Gifts,246,42142,159649,77.94,22.06,3.2,00:02:31,16.97,0.93,3.03,10.17,68.65,0.25,gourmetgiftbaskets.com,212600
,Gifts,,,,,,,,,,,,,,myregistry.com,
40.65,Gifts,141,38470,148227,81.51,18.49,6,00:04:13,22.29,1.5,4.29,17.09,54.09,0.74,gallerycollection.com,170900
51.67,Gifts,71,30777,101963,100,0,2.4,00:03:15,16.61,1.67,14.21,21.01,39.39,7.13,packagefromsanta.com,491900
54.7,Gifts,114,56981,196607,100,0,4.89,00:04:28,30,0.3,3.92,18.41,44.3,3.06,cardstore.com,141200
41.59,Gifts,92,41166,154999,87.88,12.12,5.15,00:04:18,22.12,1.97,0.91,9.56,64.68,0.76,cardsdirect.com,176600
36.08,Gifts,84,32608,131034,61.96,38.04,6.25,00:05:04,21.78,1.96,2.22,18.9,54.79,0.34,crownawards.com,208600
44.08,Gifts,3185,226326,613451,100,0,2.13,00:01:38,8.51,0,0,1.85,59.85,29.79,easyfreesantaletter.com,56700
31.36,Gifts,,5295,80818,100,0,6.84,00:03:59,11.65,0,8.63,14.59,64.34,0.79,clintonsretail.com,344400
18.36,Gifts,99,49022,164059,67.71,32.29,8.49,00:05:00,14.88,0,2,11.8,70.64,0.67,trophydepot.com,159100
48.83,Gifts,18234,62960,204683,100,0,4.81,00:02:18,27.21,0.11,3,10.78,58.11,0.78,wishlist.com,147800
12.71,Gifts,532,383918,963710,100,0,3.37,00:01:39,11.13,0,0,3.61,85.26,0,santaprintables.com,22800
32.21,Gifts,31739,89466,350074,66.79,33.21,4.14,00:03:31,13.91,0,0,7.65,77.68,0.77,plaquemaker.com,74200
29.04,Gifts,58298,156194,627663,100,0,12.94,00:11:41,53.35,0,0.55,25.77,19.24,1.1,amazingmail.com,17400
52.12,Gifts,158,74967,278871,79.8,20.2,3.81,00:02:26,10.84,0,3.73,12.03,72.72,0.68,paperstyle.com,102100
37.87,Gifts,22805,119195,358343,100,0,3.4,00:01:23,39.72,0.05,1.92,20.01,12.9,25.4,quarterly.co,73000
27.58,Gifts,615,158853,594863,100,0,2.67,00:01:27,13.36,0,0,7.48,78.18,0.97,santaclaushouse.com,50300
37.52,Gifts,3030,233720,841221,95.19,4.81,3.39,00:02:16,31.77,0,0.56,12.74,53.93,0.99,giveashare.com,28400
39.98,Gifts,29970,86618,331233,83.54,16.46,2.95,00:03:23,30.72,0.07,14.59,10.06,40.66,3.89,vermontteddybear.com,103300
43.12,Gifts,1983,1111133,4009367,,,2.9,00:00:36,19.27,0,0,0,80.73,0,morethanpaper.com,2400
54.25,Gifts,261,129382,473512,77.71,22.29,1.86,00:01:29,10.2,7,4.99,8.52,66.6,2.68,memorablegifts.com,79000
22.12,Gifts,552,125367,504599,56.7,43.3,4.62,00:02:07,17.84,0.11,9.71,9.89,62.34,0.11,sheet-labels.com,48200
73.76,Gifts,222,137074,387509,100,0,1.12,00:00:19,3.51,0,0,0.11,96.39,0,acknowledgements.net,148200
24.94,Gifts,40050,110083,438517,21.89,78.11,3.75,00:02:37,16.64,0.83,0,8.15,74.38,0,executivegiftshoppe.com,67300
19.77,Gifts,166,72599,296070,75.44,24.56,14.44,00:09:43,36.31,0,6.38,13.53,43.17,0.61,americanstationery.com,40000
27.19,Gifts,7494,24149,99004,84.36,15.64,26.6,00:24:45,41.57,0,2.82,23.22,31.53,0.86,leanintree.com,153600
20.45,Gifts,165535,663013,1815042,,,5.83,00:00:40,18.68,0,0,6.71,74.42,0.18,allpopart.com,10500
29.96,Gifts,280639,862559,3243485,,,3.55,00:02:18,16.64,0,0,30.06,36.84,16.47,tickledpinkinvitations.com,4200
33.09,Gifts,216,122133,376717,85.37,14.63,6.5,00:08:17,20.95,0,4.5,31.64,42.35,0.56,diyawards.com,63200
32.76,Gifts,1245,186635,773831,29.35,70.65,1.85,00:00:39,13.51,1.39,0.7,14.17,70,0.23,clubsgalore.com,46300
42.46,Gifts,37763,1642025,4805446,,,4.52,00:01:38,9.49,0,0,11.31,79.2,0,cardphile.com,1500
41.87,Gifts,593,167861,660961,79.59,20.41,17.06,00:04:59,35.74,8.06,8.36,9.88,37.96,0,greatclubs.com,12800
,Gifts,,,,,,,,,,,,,,mabelslabels.com,
29.55,Gifts,14669,431647,1044447,,,2.88,00:00:42,4.77,0,0,56.95,31.49,6.8,manpacks.com,20300
36.81,Gifts,218,92566,378033,52.65,47.35,10.32,00:05:54,28.76,0.65,0.33,9.02,61.24,0,finestationery.com,34900
32.43,Gifts,213,30463,375815,44.85,55.15,2.88,00:06:18,15.01,0.18,0,1.36,82.49,0.96,trophystore.co.uk,97900
58.01,Gifts,842,467862,1577008,,,1.76,00:00:53,28.55,0,0,1.08,69.86,0.51,polkadotdesign.com,17500
53.99,Gifts,1619,866632,3263259,,,1.11,00:00:03,14.35,0,0,3.44,82.21,0,poetrygifts.com,8300
25.4,Gifts,30946,82146,341740,69.32,30.68,5.79,00:04:40,11,0,26.64,13.35,47.41,1.6,wendellaugust.com,71200
62.28,Gifts,433,281852,758430,88.67,11.33,1.67,00:01:02,4.97,0,0.48,5.01,87.26,2.27,invitationbox.com,44600
25.8,Gifts,305,137000,553530,100,0,10.61,00:08:19,45.46,0,0.39,48.21,4.51,1.43,printswell.com,24600
38.03,Gifts,3282,209197,690537,97.85,2.15,2.17,00:00:55,15.06,0.18,0.53,13,65.9,5.33,meowbox.com,45800
21.91,Gifts,335,149015,590206,46.69,53.31,3.78,00:01:22,17.05,0.2,0,14.39,64.1,4.26,whcandy.com,46800
57.51,Gifts,533,434485,964402,100,0,1.69,00:00:28,2.72,0,0,0.94,90.81,5.52,announcingit.com,27500
39.54,Gifts,461,203054,820032,39.46,60.54,6.74,00:04:49,27.28,0,0,4.29,68.44,0,dinntrophy.com,15200
23.42,Gifts,411,173523,720854,100,0,2.64,00:03:07,41.22,0,14.14,6.19,38.45,0,icardgiftcard.com,47000
31.13,Gifts,2473,159385,512648,100,0,2.84,00:02:08,8.41,0,1.54,1.74,86.58,1.73,visionbedding.com,65700
31.15,Gifts,897,421065,1669098,,,2.38,00:01:26,27.91,0.87,2.62,16.57,51.16,0.87,vansgifts.com,16000
19.38,Gifts,1014,264800,891540,98.82,1.18,5.04,00:01:21,31.14,0,0,36.42,32.44,0,beautybox5.com,23300
38.81,Gifts,395,175884,695006,86.1,13.9,2.46,00:01:47,9.71,0,6.68,8.11,75.5,0,cardsforcauses.com,40900
42.44,Gifts,5478,172217,3046073,,,3.42,00:04:16,0.64,0,0,10.2,89.16,0,thesweetbasket.com,3500
32.07,Gifts,86648,249088,926742,96.56,3.44,3.41,00:00:53,24.13,0.22,0,3.28,72.37,0,whoopassenterprises.com,21800
11.23,Gifts,628,290677,1134841,,,3.25,00:01:31,17.3,0,0,2.41,76.56,3.74,trophies2go.com,23600
29.74,Gifts,474,17132,839677,100,0,3.75,00:01:25,18.4,0,0.65,64.29,16.11,0.55,santagreeting.net,28700
30.66,Gifts,1280,654578,2516051,,,1.32,00:00:24,33.01,0,0,0,58.57,8.42,hittrophy.com,14500
36.9,Gifts,50664,137181,548501,83.57,16.43,1.46,00:00:18,9.13,0,0,0.93,89.25,0.69,lazerdesigns.com,95600
19.78,Gifts,202,31368,354295,100,0,8.18,00:03:13,24.89,0,0.44,9.82,64.71,0.14,greetingscards.co.uk,49600
58.14,Gifts,928,653761,1736347,,,1.54,00:00:43,0.45,0,0,0.9,95.94,2.71,partyinvitations.com,14100
17.65,Gifts,23,79082,312624,85.82,14.18,7.45,00:03:21,10.31,0.11,6.98,8.75,68.75,5.1,vermontchristmasco.com,70200
49.36,Gifts,879,515860,1633460,,,2.02,00:01:11,10.78,0,0,1.75,87.47,0,trophycentral.com,11300
33.99,Gifts,793,391647,1498677,,,6.87,00:05:11,26.76,0,0,0.54,72.16,0.54,fineawards.com,6900
12.27,Gifts,1164,108419,446739,74.39,25.61,5.78,00:02:36,22.46,4.64,21.85,16.49,32.07,2.49,stickyj.com,61000
64.28,Gifts,4084,1045456,1806307,,,1.39,00:00:13,3.32,0,0,0,96.25,0.43,colorsbydesign.com,12200
45.95,Gifts,76677,230947,821245,100,0,1.38,00:00:28,22.75,0,0,38.13,14.94,24.17,hellolucky.com,53100
59.39,Gifts,366927,596300,2327771,,,2.72,00:00:34,15.44,0,0,0.61,83.95,0,quicktrophy.com,5700
,Gifts,,,,,,,,,,,,,,designityourselfgiftbaskets.com,
,Gifts,,,,,,,,,,,,,,thesantavideo.com,
9.41,Gifts,658,309538,1218616,,,2.9,00:00:38,9.67,0,0,5.27,85.06,0,laserengravedmemories.com,25300
37.62,Gifts,935,425510,1749101,,,1.28,00:00:22,23.29,0,0,2.12,74.59,0,crystalimagery.com,24900
33.6,Gifts,1033,538711,1853597,,,1.16,00:00:13,4.87,0,0,0,95.13,0,awardsnow.com,21200
45.43,Gifts,886,792851,1653158,,,1.56,00:00:22,4.27,0,0,0,89.85,5.88,impressinprint.com,16600
33.44,Gifts,8059,54031,531440,100,0,6.31,00:02:10,6.47,0,0,6.4,84.89,2.24,sillyjokes.co.uk,41600
34.6,Gifts,1380,308231,2730266,,,3.35,00:05:18,11.96,0,0,9.4,77.07,1.57,trophiesandmedals.com,4500
49.3,Gifts,25033,478947,1721838,,,4.25,00:04:12,21.33,0,0,11.29,67.38,0,naagtag.com,7300
31.26,Gifts,272489,83907,3137567,,,4.8,00:07:25,55.1,0,0,26.86,18.04,0,giftvouchers.com,2800
53.58,Gifts,375524,141321,4536592,,,2.77,00:02:43,6.24,0,0,1.17,92.59,0,paperplace.com.au,2000
29.59,Gifts,785821,1374366,4515278,,,3.4,00:03:01,31.72,0,0,5.29,30.23,32.76,30watt.com,1900
27.97,Gifts,1077,558675,2059070,,,4.69,00:06:48,30.97,0,0,48.07,18.02,2.93,greatarrivals.com,5400
63.1,Gifts,913,444287,1711435,,,8.14,00:01:47,29.17,0,0,0,65.37,5.46,trophypartner.com,5200
31.37,Gifts,457,235039,816175,70.09,29.91,3.14,00:02:43,43.27,0,0.76,31.76,24.22,0,crystalcentral.com,39200
15.55,Gifts,697,322243,1282540,,,12.52,00:08:56,18.22,0,10.16,34.35,37.26,0,giftsin24.com,6400
25.69,Gifts,1936,180549,3892240,,,1.79,00:01:04,19.43,0,0,1.77,78.8,0,nutcrackersweet.com,5300
18.47,Gifts,679,316992,1256136,,,7.86,00:03:29,18.72,0,0,0.41,80.87,0,stonehousecollection.com,7800
6.76,Gifts,143420,436396,1555996,,,4.15,00:03:22,18.63,0,1.43,33.21,43.86,2.87,annetaintor.com,20600
32.97,Gifts,176101,555270,1934965,,,5.04,00:03:42,25.78,0,0,21.77,52.45,0,awardsco.com,6000
7.52,Gifts,155448,98259,1127083,,,3.85,00:02:36,13.11,0,0,14.37,71.94,0.57,contrado.co.uk,21600
28.36,Gifts,90518,239214,969600,51.14,48.86,10.72,00:08:55,45.39,0,6.42,13.55,34.64,0,artisticlabels.com,9600
32.34,Gifts,45081,395127,1325915,,,2.05,00:00:37,10.92,0,0,3.12,85.97,0,carepackages.com,24100
32.58,Gifts,96265,166782,1032185,,,11.27,00:08:49,61.25,0,0,25.16,13.59,0,whattogive.com,9000
31.7,Gifts,408,418640,716228,100,0,3.57,00:03:06,17.42,0,0,4.26,78.32,0,legendaryletters.com,49900
47.18,Gifts,252504,721577,2879059,,,1.31,00:00:07,0,0,0,34,49.8,16.2,topsantaletters.com,11500
38.41,Gifts,76920,1225386,4091079,,,2.74,00:02:51,15.54,0,0,2.64,81.83,0,123-awards.com,2700
47.99,Gifts,2031,971910,4103516,,,5.28,00:03:47,18.97,0,0,10.34,70.69,0,giftbasketvillage.com,1800
7.6,Gifts,1715,158097,613680,100,0,3.92,00:03:11,9.67,0,8.84,3.21,77.33,0.95,autoplates.com,49200
37.57,Gifts,3026,1025161,3322838,,,1.17,00:00:06,0,0,0,6.74,93.26,0,growjourney.com,7900
55.15,Gifts,58248,1668732,5883202,,,2.17,00:01:34,4.5,0,11.67,0,83.83,0,nametapesandlabels.com,1500
40.74,Gifts,1069,878407,2043790,,,1.11,00:00:02,0,0,0,0,100,0,executivegreetingcards.com,20700
12.17,Gifts,1569,158244,3145479,,,2.07,00:00:18,8.15,0,0,2.68,89.17,0,boodlesofbaskets.com,5900
12.84,Gifts,123216,326981,1326506,,,5.95,00:03:37,11.94,0,0,1.64,86.42,0,monthclubstore.com,16800
26.53,Gifts,37458,1035547,2347723,,,3.7,00:01:45,9.58,0,0,2.38,88.04,0,aaacertificates.com,4900
32.89,Gifts,180717,585859,1989035,,,1.42,00:00:31,6.34,0,0,0,93.66,0,zymetrical.com,16800
41.65,Gifts,3488,652764,2282444,,,7.43,00:03:01,30.95,0,0,1.2,66.64,1.2,nisacards.com,3600
7.6,Gifts,1894,1469511,3802803,,,2.15,00:01:07,19.14,0,0,3.19,51.93,25.74,letterfromsanta.org,5200
50.13,Gifts,2685,566987,1726913,,,1.3,00:01:15,4.41,0,0,3.69,88.21,3.69,emotionscards.com,20700
26.22,Gifts,851,182374,753080,67.15,32.85,4.72,00:02:33,9.31,0,0,2.79,86.1,1.8,500labels.com,29600
27.05,Gifts,770,56289,685585,34.58,65.42,9.76,00:06:16,10.3,0,0.98,16.44,72.28,0,able-labels.co.uk,18700
13.64,Gifts,141429,630419,1533846,,,2.56,00:01:03,29.15,0,0,48.28,22.57,0,kindnotes.com,17200
53.96,Gifts,1330,949670,2602555,,,5.43,00:04:23,39.39,0,0,1.45,59.16,0,awards.com,3500
36.97,Gifts,172286,472899,1890229,,,12.55,00:08:00,32.94,1.08,19.53,1.96,44.48,0,familylabels.com,3500
,Gifts,,,,,,,,,,,,,,soundexpressiongreetings.com,
,Gifts,,,,,,,,,,,,,,photoartomation.com,
25.6,Gifts,17066,649796,2554997,,,1.77,00:00:11,29.88,0,0,29.21,40.91,0,customlabels4u.com,10300
71.81,Gifts,21344,1227604,4619361,,,1.18,00:00:13,3.01,0,0,31.55,64.26,1.18,photomagnets.com,3200
38.16,Gifts,10535,663869,2352998,,,4.17,00:01:26,7.06,0,0,0,92.47,0.47,studiostyle.com,5800
31.45,Gifts,263120,435640,1753929,,,1.64,00:00:52,13.83,0,0,7.04,78.49,0.64,candywrapperstore.com,17500
62.6,Gifts,2817,2319993,6062152,,,1.77,00:01:08,38.67,0,0,2.62,58.71,0,hammond.com,1600
7.4,Gifts,,246119,723898,100,0,6.43,00:01:34,31.69,0,0,3.86,58.28,6.17,spookyboxclub.com,30400
5.57,Gifts,969,468052,1811602,,,5.78,00:01:00,2.26,0,0,0,97.74,0,paradiseawards.com,9100
26.19,Gifts,398,56169,697150,44.08,55.92,2.11,00:00:20,16.79,0.95,0,6.2,70.38,5.69,santaspostoffice.co.uk,54100
3.09,Gifts,313726,1035546,3682752,,,8.48,00:03:30,0,0,0,2.16,95.67,2.16,superiorgiftwrap.com,1700
51.43,Gifts,2108,1198147,4270700,,,3.1,00:01:16,9.82,0,0,0,90.18,0,fantasyglassworks.com,2100
21.67,Gifts,1486623,2134810,8007706,,,2.02,00:04:02,0,0,0,0,100,0,athleticawards.com,930
30.67,Gifts,864,484357,1612880,,,7.95,00:03:17,25.54,0,1.97,20.71,31.52,20.26,snowandgraham.com,5900
16.48,Gifts,58332,581495,2111940,,,4.37,00:01:30,8.48,0,0,4.46,86.31,0.74,givinggreetings.com,6800
20.92,Gifts,502251,772473,3055020,,,6.1,00:04:52,6.95,0,0,1.16,91.89,0,usbrassshop.com,2600
44.15,Gifts,1891,773804,1703316,,,1.93,00:01:03,5.33,0,0,0,94.3,0.37,cardsshoppe.com,11500
36.18,Gifts,220,526880,1740315,,,6,00:08:18,21.06,0,1.63,25.46,51.85,0,bookbyyou.com,6100
33.17,Gifts,4151,939676,3472791,,,3.66,00:01:34,8,0,0,8.58,83.42,0,kidecals.com,2800
18.03,Gifts,1252,618690,2442688,,,5.88,00:04:48,61.47,0,0,6.13,32.4,0,bloomin.com,3600
27.32,Gifts,16706,2414968,9996042,,,5.39,00:01:18,0,0,0,0,100,0,thebasketry.com,388
45.3,Gifts,,71052,1516751,,,2.33,00:02:51,4.3,0,0,3.68,91.56,0.45,santapost.org,15500
25.79,Gifts,740,368379,1398880,,,2.31,00:01:32,6.37,0,0,2.69,90.94,0,1-800-balloons.com,20800
17.78,Gifts,12893,698394,2850404,,,6.72,00:06:57,0,0,60.72,1.23,38.05,0,snaptotes.com,2700
0,Gifts,,,,,,0,00:00:00,0,0,0,0,0,0,whattoget.net,0
6.05,Gifts,739811,961628,8600825,,,2.46,00:00:25,23.26,0,0,0,76.74,0,mysantacall.com,746
83.04,Gifts,,2873389,8982928,,,1.86,00:00:23,39.85,0,0,0,60.15,0,mtsawards.com,846
62.72,Gifts,191819,442168,2122311,,,1.55,00:00:22,16.67,0,0,1.21,82.12,0,justtoiletpaper.com,11100
4.4,Gifts,31303,541128,2044181,,,2.31,00:00:42,3.44,0,0,3.5,93.06,0,fastballoons.com,13700
10,Gifts,49341,128037,534715,100,0,17.23,00:26:42,72.24,0,0,24.95,2.71,0.1,3drose.com,21300
24.08,Gifts,2127,488214,1836466,,,10.11,00:04:57,5.16,0,0,18.06,76.77,0,superiorlabels.com,4100
9.3,Gifts,147010,422027,1596221,,,2.92,00:00:38,28.87,0,0,2.8,57,11.34,invitations4less.com,16900
30.92,Gifts,62759,54112,676528,100,0,2.37,00:02:10,2.29,0,0,8.97,88.74,0,bears4u.co.uk,57800
21.23,Gifts,1829,197954,3697299,,,5.1,00:04:38,21.96,0,0,0,78.04,0,pacificbasketco.com,2100
49.35,Gifts,4227,3128759,10232566,,,1.75,00:00:19,0,0,0,0,100,0,theperfectgiftny.com,654
0,Gifts,,,,,,0,00:00:00,0,0,0,0,0,0,blanketsandmore.com,0
,Gifts,,,,,,,,,,,,,,photoloveletter.co.uk,
13.07,Gifts,48734,32143,528789,100,0,7.5,00:23:18,67.17,0,0.26,25.8,6.06,0.72,asecretadmirer.com,32900
21.16,Gifts,160187,508572,1748454,,,21.27,00:10:49,53.86,0,0,19.57,25.62,0.95,mygiftlist.com,3300
36.9,Gifts,67400,183749,725648,57.32,42.68,7.73,00:02:27,12.11,0,1.59,22.41,63.89,0,800bear.com,27100
50.56,Gifts,1234,596545,2401809,,,5.1,00:03:15,4.79,0,0,8.26,86.95,0,couragecards.org,4000
83.14,Gifts,18040,2168788,8414624,,,1.17,00:01:00,23.24,0,0,6.36,70.4,0,cherylrainfield.com,1200
64.57,Gifts,4282,2983143,10406791,,,1.51,00:01:00,12.58,0,0,26.07,61.35,0,mmawards.com,751
13.83,Gifts,9702,169046,5607791,,,3.45,00:02:04,2.23,0,0,13.38,84.39,0,agiftworthgiving.com.au,1300
23.41,Gifts,627880,962810,3711308,,,8.02,00:06:30,21.76,0,0,0,78.24,0,awardsideas.com,1600
74.66,Gifts,2204157,2767641,11563782,,,1.51,00:00:25,28.56,0,0,0,71.44,0,appleawards.com,567
31.3,Gifts,3593,1781652,8280479,,,7.15,00:04:10,0,8.33,0,0,91.67,0,myfavoritecity.com,467
30.57,Gifts,458587,262141,2822616,,,5.46,00:01:23,12.56,0,0,12.56,74.89,0,bettertrophiesbetterprices.co.uk,3200
64.18,Gifts,4190,2389531,10120642,,,1.72,00:03:36,0,0,0,0,100,0,nettrophy.com,673
19.71,Gifts,3981,2214188,9456071,,,3.41,00:00:27,0,0,0,0,100,0,basketsbyrita.com,538
53.49,Gifts,4879,2793533,12347713,,,3.29,00:03:14,0,0,0,46.51,53.49,0,trophiesrm.com,341
30.78,Gifts,7088,1086023,2274044,,,1.83,00:00:51,4.47,0,0,8.61,86.92,0,japanese-name-translation.com,9600
37.4,Gifts,1046,266150,1998643,,,13.72,00:05:27,29.92,0,0,1.06,67.8,1.22,lipinternational.com,3200
29.06,Gifts,17532,853231,3454804,,,1,00:00:00,0,0,0,52.04,47.96,0,santasphonecalls.com,13300
56.8,Gifts,312019,1317746,3659310,,,1.89,00:00:13,2.96,0,0,0,97.04,0,tinytidings.com,3700
17.05,Gifts,7297,276207,8338431,,,1.31,00:00:10,0,0,0,0,100,0,giftofthemonthclubs.com.au,2600
48.58,Gifts,2788,1479369,6001697,,,1.89,00:02:38,2.12,0,0,0,97.88,0,initial-impressions.net,1600
57.97,Gifts,2602,1558776,5508424,,,3.08,00:00:39,0,0,0,0,64.1,35.9,sweeneyholidaydogart.com,1400
0,Gifts,1571895,370527,8427757,,,7.88,00:03:51,0,0,0,0,100,0,basketcompany.com,431
28.55,Gifts,389237,2516229,6753979,,,1.54,00:00:40,17.13,0,0,52.95,29.91,0,emilypress.com,2800
27.56,Gifts,3232,419663,7164208,,,3.34,00:00:28,15.7,0,0,3.05,81.25,0,seascapegiftbaskets.com,912
22.41,Gifts,2272,124824,4659004,,,10.1,00:08:05,0,0,40.47,20.23,39.3,0,affirmations.com.au,1000
50.3,Gifts,1824,1983358,3690492,,,1.8,00:01:07,11.67,0,0,0,75.95,12.38,irasperipheralvisions.com,4400
65.13,Gifts,775138,1193441,4461111,,,3.52,00:01:55,10.76,0,0,0,88.39,0.86,handmadecardsbykim.com,1900
47.68,Gifts,773431,4275850,11142769,,,1.52,00:00:29,0,0,0,0,79.53,20.47,thepersonalnote.com,603
61.58,Gifts,1030193,1276993,5744053,,,1.87,00:00:52,0,0,0,1.92,98.08,0,12hourawards.com,1700
25.85,Gifts,302583,824573,3410767,,,3.35,00:02:03,1.14,0,0,1.14,97.73,0,oldworldstones.com,2900
44.78,Gifts,1235,221764,2402782,,,3.77,00:04:42,20.52,0,0,2.19,77.29,0,laplandletters.co.uk,4700
40.31,Gifts,21063,964252,6565226,,,1.86,00:00:13,32.33,0,0,5.01,30.07,32.6,jillbliss.com,1400
63.99,Gifts,4341,3041575,10563481,,,1.36,00:00:01,64.63,0,0,0,35.37,0,rockscissorpaper.com,701
,Gifts,,,,,,,,,,,,,,dortex.it,
,Gifts,,,,,,,,,,,,,,1stframe.com,
,Gifts,,,,,,,,,,,,,,wrapsodyonline.com,
,Gifts,,,,,,,,,,,,,,bestofthemonthclubs.com,
35.53,Gifts,3123,1483747,6823861,,,10.7,00:04:22,0,0,0,4.55,95.45,0,seattlegiftbasket.com,573
64.52,Gifts,774868,1217237,4459663,,,1.75,00:00:58,17.21,0,0,1.11,81.68,0,oakcreekprintworks.com,2600
68.74,Gifts,4219,906821,3540538,,,2.6,00:02:45,11.17,1.24,3.72,7.45,76.42,0,label-land.com,3200
33.68,Gifts,5575,987002,3103069,,,7.32,00:06:00,24.81,0,0,21.55,53.64,0,fancifullgiftbaskets.com,2400
27.97,Gifts,373442,42006,4508433,,,2.6,00:02:31,12.99,0,0,0,87.01,0,mangetout.ae,2400
28.75,Gifts,776,527939,2139606,,,1.73,00:01:01,28.54,0,0,1.36,70.1,0,savethedatemagnet.com,15400
0,Gifts,,,,,,0,00:00:00,0,0,0,0,0,0,thepersonalpaperco.co.uk,0
